Dataset	Operation	OriginalTextFrench	Details	EntityType	POSTag	SemanticallyEquivalent	OriginalTextGerman	AdversarialText	AdversarialExample	RowIndex
wmt21	Swap	Il ne sera livré qu'une fois ces travaux achevés.	"Swap: 'eröffnet,' with 'geschlossen,'"		VERB	0	"Sie wird erst eröffnet, wenn diese Arbeiten abgeschlossen sind."	"Sie wird erst geschlossen, wenn diese Arbeiten abgeschlossen sind."	de_adv1	701
wmt21	Swap	Il ne sera livré qu'une fois ces travaux achevés.	"Swap: 'eröffnet,' with 'begonnen,'"		VERB	0	"Sie wird erst eröffnet, wenn diese Arbeiten abgeschlossen sind."	"Sie wird erst begonnen, wenn diese Arbeiten abgeschlossen sind."	de_adv2	701
wmt21	Swap	Il ne sera livré qu'une fois ces travaux achevés.	"Swap: 'eröffnet,' with 'renoviert,'"		VERB	0	"Sie wird erst eröffnet, wenn diese Arbeiten abgeschlossen sind."	"Sie wird erst renoviert, wenn diese Arbeiten abgeschlossen sind."	de_adv3	701
wmt21	Swap	Il ne sera livré qu'une fois ces travaux achevés.	"Swap: 'eröffnet,' with 'verlassen,'"		VERB	0	"Sie wird erst eröffnet, wenn diese Arbeiten abgeschlossen sind."	"Sie wird erst verlassen, wenn diese Arbeiten abgeschlossen sind."	de_adv4	701
wmt21	Swap	"Sans compter le fait que de nouveaux ménages vont s""équiper."	Swap: 'Haushalte' with 'Unternehmen'		NOUN	0	"Ganz zu schweigen von der Tatsache, dass neue Haushalte Anlagen einrichten werden."	"Ganz zu schweigen von der Tatsache, dass neue Unternehmen Anlagen einrichten werden."	de_adv1	727
wmt21	Swap	"Sans compter le fait que de nouveaux ménages vont s""équiper."	Swap: 'Anlagen' with 'Vorschriften'		NOUN	0	"Ganz zu schweigen von der Tatsache, dass neue Haushalte Anlagen einrichten werden."	"Ganz zu schweigen von der Tatsache, dass neue Haushalte Vorschriften einrichten werden."	de_adv2	727
wmt21	Swap	"Sans compter le fait que de nouveaux ménages vont s""équiper."	Swap: 'Haushalte' with 'Regierungen'		NOUN	0	"Ganz zu schweigen von der Tatsache, dass neue Haushalte Anlagen einrichten werden."	"Ganz zu schweigen von der Tatsache, dass neue Regierungen Anlagen einrichten werden."	de_adv3	727
wmt21	Swap	"Sans compter le fait que de nouveaux ménages vont s""équiper."	Swap: 'einrichten' with 'stilllegen'		VERB	0	"Ganz zu schweigen von der Tatsache, dass neue Haushalte Anlagen einrichten werden."	"Ganz zu schweigen von der Tatsache, dass neue Haushalte Anlagen stilllegen werden."	de_adv4	727
wmt21	Swap	Le groupe Société Française de Casinos exerce une activité consacrée aux loisirs et plus spécifiquement aux métiers des jeux.	Swap: 'Glücksspielbereich' with 'Wassersportbereich'		NOUN	0	Die Société Française de Casinos-Gruppe ist im Freizeitbereich und insbesondere im Glücksspielbereich tätig.	Die Société Française de Casinos-Gruppe ist im Freizeitbereich und insbesondere im Wassersportbereich tätig.	de_adv2	737
wmt21	Swap	"Le Groupe exploite également les activités d'hôtellerie, de restauration, d'animations et de spectacle associées."	Swap: 'auch' with 'trotzdem'		ADV	0	"Die Gruppe betreibt auch die damit verbundenen Hotel-, Restaurant-, Unterhaltungs- und Showaktivitäten."	"Die Gruppe betreibt trotzdem die damit verbundenen Hotel-, Restaurant-, Unterhaltungs- und Showaktivitäten."	de_adv1	740
wmt21	Swap	"Le Groupe exploite également les activités d'hôtellerie, de restauration, d'animations et de spectacle associées."	Swap: 'auch' with 'nicht'		ADV	0	"Die Gruppe betreibt auch die damit verbundenen Hotel-, Restaurant-, Unterhaltungs- und Showaktivitäten."	"Die Gruppe betreibt nicht die damit verbundenen Hotel-, Restaurant-, Unterhaltungs- und Showaktivitäten."	de_adv2	740
wmt21	Swap	"Le Groupe exploite également les activités d'hôtellerie, de restauration, d'animations et de spectacle associées."	Swap: 'auch' with 'nur'		ADV	0	"Die Gruppe betreibt auch die damit verbundenen Hotel-, Restaurant-, Unterhaltungs- und Showaktivitäten."	"Die Gruppe betreibt nur die damit verbundenen Hotel-, Restaurant-, Unterhaltungs- und Showaktivitäten."	de_adv3	740
wmt21	Swap	La société est cotée sur le compt C Euronext Paris d'Euronext.	Swap: 'C' with 'B'		SYM	0	Das Unternehmen ist am Compartiment C Euronext Paris von Euronext notiert.	Das Unternehmen ist am Compartiment B Euronext Paris von Euronext notiert.	de_adv1	741
wmt21	Swap	La société est cotée sur le compt C Euronext Paris d'Euronext.	Swap: 'Paris' with 'Lissabon'	ORG	PROPN	0	Das Unternehmen ist am Compartiment C Euronext Paris von Euronext notiert.	Das Unternehmen ist am Compartiment C Euronext Lissabon von Euronext notiert.	de_adv2	741
wmt21	Swap	La société est cotée sur le compt C Euronext Paris d'Euronext.	Swap: 'Paris' with 'Amsterdam'	ORG	PROPN	0	Das Unternehmen ist am Compartiment C Euronext Paris von Euronext notiert.	Das Unternehmen ist am Compartiment C Euronext Amsterdam von Euronext notiert.	de_adv3	741
wmt21	Swap	"En janvier et février 2020, l'e-commerce s'est développé de + 8%."	Swap: 'wuchs' with 'schrumpfte'		VERB	0	Im Januar und Februar 2020 wuchs der Onlinehandel um 8 %.	Im Januar und Februar 2020 schrumpfte der Onlinehandel um 8 %.	de_adv1	745
wmt21	Swap	"En janvier et février 2020, l'e-commerce s'est développé de + 8%."	Swap: 'Onlinehandel' with 'Einzelhandel'		NOUN	0	Im Januar und Februar 2020 wuchs der Onlinehandel um 8 %.	Im Januar und Februar 2020 wuchs der Einzelhandel um 8 %.	de_adv2	745
wmt21	Swap	"En janvier et février 2020, l'e-commerce s'est développé de + 8%."	Swap: '2020' with '2021'		NUM	0	Im Januar und Februar 2020 wuchs der Onlinehandel um 8 %.	Im Januar und Februar 2021 wuchs der Onlinehandel um 8 %.	de_adv3	745
wmt21	Swap	"En janvier et février 2020, l'e-commerce s'est développé de + 8%."	Swap: '8' with '18'		NUM	0	Im Januar und Februar 2020 wuchs der Onlinehandel um 8 %.	Im Januar und Februar 2020 wuchs der Onlinehandel um 18 %.	de_adv4	745
wmt21	Swap	Les 100 plus gros sites marchands de produits non alimentaires ont enregistré des hausses de chiffre d'affaires de 37% en avril.	Swap: 'Non-Food-Einzelhandels' with 'Food-Einzelhandels'		NOUN	0	Die Top 100 des Non-Food-Einzelhandels verzeichneten im April Umsatzsteigerungen von 37 %.	Die Top 100 des Food-Einzelhandels verzeichneten im April Umsatzsteigerungen von 37 %.	de_adv2	748
wmt21	Swap	Les 100 plus gros sites marchands de produits non alimentaires ont enregistré des hausses de chiffre d'affaires de 37% en avril.	Swap: 'Umsatzsteigerungen' with 'Gewinnsteigerungen'		NOUN	0	Die Top 100 des Non-Food-Einzelhandels verzeichneten im April Umsatzsteigerungen von 37 %.	Die Top 100 des Non-Food-Einzelhandels verzeichneten im April Gewinnsteigerungen von 37 %.	de_adv3	748
wmt21	Swap	Les 100 plus gros sites marchands de produits non alimentaires ont enregistré des hausses de chiffre d'affaires de 37% en avril.	Swap: '100' with '50'		NUM	0	Die Top 100 des Non-Food-Einzelhandels verzeichneten im April Umsatzsteigerungen von 37 %.	Die Top 50 des Non-Food-Einzelhandels verzeichneten im April Umsatzsteigerungen von 37 %.	de_adv4	748
wmt21	Swap	"Le dernier record remonte à 2015, avec une vente à 22.000 euros hors frais."	Swap: 'Rekord' with 'Bericht'		NOUN	0	"Der letzte Rekord stammt aus dem Jahr 2015, mit einem Verkauf für 22.000 Euro zuzüglich Kosten."	"Der letzte Bericht stammt aus dem Jahr 2015, mit einem Verkauf für 22.000 Euro zuzüglich Kosten."	de_adv1	766
wmt21	Swap	"Le dernier record remonte à 2015, avec une vente à 22.000 euros hors frais."	Swap: 'Verkauf' with 'Kauf'		NOUN	0	"Der letzte Rekord stammt aus dem Jahr 2015, mit einem Verkauf für 22.000 Euro zuzüglich Kosten."	"Der letzte Rekord stammt aus dem Jahr 2015, mit einem Kauf für 22.000 Euro zuzüglich Kosten."	de_adv2	766
wmt21	Swap	"Le guide est devenu payant en 1920, année où Michelin a retiré la publicité de ses pages et commencé à recommander des restaurants."	Swap: 'Restaurants' with 'Theater'		NOUN	0	"Der Führer wurde 1920 zu einer kostenpflichtigen Publikation, als Michelin die Werbung von seinen Seiten entfernte und begann, Restaurants zu empfehlen."	"Der Führer wurde 1920 zu einer kostenpflichtigen Publikation, als Michelin die Werbung von seinen Seiten entfernte und begann, Theater zu empfehlen."	de_adv3	770
wmt21	Swap	"En témoigne la décision prise durant l'année universitaire 2019-2020 de réserver un montant supplémentaire de plus de 28 millions de dirhams aux bourses d""études."	Swap: 'zusätzlichen' with 'geringeren'		ADJ	0	"Dies zeigt sich in der Entscheidung, im Studienjahr 2019/2020 einen zusätzlichen Betrag von über 28 Millionen Dirham für Stipendien bereitzustellen."	"Dies zeigt sich in der Entscheidung, im Studienjahr 2019/2020 einen geringeren Betrag von über 28 Millionen Dirham für Stipendien bereitzustellen."	de_adv2	787
wmt21	Swap	"En témoigne la décision prise durant l'année universitaire 2019-2020 de réserver un montant supplémentaire de plus de 28 millions de dirhams aux bourses d""études."	Swap: 'Studienjahr' with 'Forschungsjahr'		NOUN	0	"Dies zeigt sich in der Entscheidung, im Studienjahr 2019/2020 einen zusätzlichen Betrag von über 28 Millionen Dirham für Stipendien bereitzustellen."	"Dies zeigt sich in der Entscheidung, im Forschungsjahr 2019/2020 einen zusätzlichen Betrag von über 28 Millionen Dirham für Stipendien bereitzustellen."	de_adv3	787
wmt21	Swap	"En témoigne la décision prise durant l'année universitaire 2019-2020 de réserver un montant supplémentaire de plus de 28 millions de dirhams aux bourses d""études."	Swap: 'Stipendien' with 'Ausrüstungen'		NOUN	0	"Dies zeigt sich in der Entscheidung, im Studienjahr 2019/2020 einen zusätzlichen Betrag von über 28 Millionen Dirham für Stipendien bereitzustellen."	"Dies zeigt sich in der Entscheidung, im Studienjahr 2019/2020 einen zusätzlichen Betrag von über 28 Millionen Dirham für Ausrüstungen bereitzustellen."	de_adv4	787
wmt21	Swap	L'objectif étant d'augmenter le nombre des subventions accordées à 18.757 étudiants pour la même période universitaire et en faciliter l'accès.	Swap: 'Studenten' with 'Kurse'		NOUN	0	"Ziel ist es, die Anzahl der Stipendien für den gleichen akademischen Zeitraum auf 18.757 Studenten zu erhöhen und den Zugang zu ihnen zu erleichtern."	"Ziel ist es, die Anzahl der Stipendien für den gleichen akademischen Zeitraum auf 18.757 Kurse zu erhöhen und den Zugang zu ihnen zu erleichtern."	de_adv3	788
wmt21	Swap	"Cette augmentation a permis à 36 provinces, qui n'ont pas de structure d'enseignement supérieur, de bénéficier d'une manière exceptionnelle de ce budget."	Swap: 'keine' with 'eine'		DET	0	"Durch diese Erhöhung konnten 36 Provinzen, die keine Hochschulstruktur haben, in besonderer Weise von diesem Budget profitieren."	"Durch diese Erhöhung konnten 36 Provinzen, die eine Hochschulstruktur haben, in besonderer Weise von diesem Budget profitieren."	de_adv2	790
wmt21	Swap	"Cette augmentation a permis à 36 provinces, qui n'ont pas de structure d'enseignement supérieur, de bénéficier d'une manière exceptionnelle de ce budget."	Swap: 'besonderer' with 'keiner'		ADJ	0	"Durch diese Erhöhung konnten 36 Provinzen, die keine Hochschulstruktur haben, in besonderer Weise von diesem Budget profitieren."	"Durch diese Erhöhung konnten 36 Provinzen, die keine Hochschulstruktur haben, in keiner Weise von diesem Budget profitieren."	de_adv3	790
wmt21	Swap	"Cette augmentation a permis à 36 provinces, qui n'ont pas de structure d'enseignement supérieur, de bénéficier d'une manière exceptionnelle de ce budget."	Swap: '36' with '26'		NUM	0	"Durch diese Erhöhung konnten 36 Provinzen, die keine Hochschulstruktur haben, in besonderer Weise von diesem Budget profitieren."	"Durch diese Erhöhung konnten 26 Provinzen, die keine Hochschulstruktur haben, in besonderer Weise von diesem Budget profitieren."	de_adv4	790
wmt21	Swap	"Réuni le jeudi 18 juin, le Conseil de gouvernement avait adopté le projet de décret N. 2.20.407 modifiant et complétant le décret 2.18.512 du 9 Ramadan 1440 (15 mai 2019), fixant les conditions et modalités du versement aux étudiants des bourses d""étude et les conditions et modalités de mise des crédits réservés à ces bourses à la disposition de l'Office national des œuvres universitaires, sociales et culturelles."	"Swap: 'verabschiedet,' with 'abgelehnt,'"		VERB	0	"In seiner Sitzung am Donnerstag, dem 18. Juni, hat der Regierungsrat den Entwurf des Dekrets Nr. 2.20.407 zur Änderung und Ergänzung des Dekrets Nr. 2.18.512 vom 9. Ramadan 1440 (15. Mai 2019) verabschiedet, in dem die Bedingungen und Modalitäten für die Auszahlung von Stipendien an Studenten sowie die Bedingungen und Modalitäten für die Bereitstellung der für diese Stipendien reservierten Mittel festgelegt sind."	"In seiner Sitzung am Donnerstag, dem 18. Juni, hat der Regierungsrat den Entwurf des Dekrets Nr. 2.20.407 zur Änderung und Ergänzung des Dekrets Nr. 2.18.512 vom 9. Ramadan 1440 (15. Mai 2019) abgelehnt, in dem die Bedingungen und Modalitäten für die Auszahlung von Stipendien an Studenten sowie die Bedingungen und Modalitäten für die Bereitstellung der für diese Stipendien reservierten Mittel festgelegt sind."	de_adv2	792
wmt21	Swap	"Réuni le jeudi 18 juin, le Conseil de gouvernement avait adopté le projet de décret N. 2.20.407 modifiant et complétant le décret 2.18.512 du 9 Ramadan 1440 (15 mai 2019), fixant les conditions et modalités du versement aux étudiants des bourses d""étude et les conditions et modalités de mise des crédits réservés à ces bourses à la disposition de l'Office national des œuvres universitaires, sociales et culturelles."	"Swap: 'verabschiedet,' with 'diskutiert,'"		VERB	0	"In seiner Sitzung am Donnerstag, dem 18. Juni, hat der Regierungsrat den Entwurf des Dekrets Nr. 2.20.407 zur Änderung und Ergänzung des Dekrets Nr. 2.18.512 vom 9. Ramadan 1440 (15. Mai 2019) verabschiedet, in dem die Bedingungen und Modalitäten für die Auszahlung von Stipendien an Studenten sowie die Bedingungen und Modalitäten für die Bereitstellung der für diese Stipendien reservierten Mittel festgelegt sind."	"In seiner Sitzung am Donnerstag, dem 18. Juni, hat der Regierungsrat den Entwurf des Dekrets Nr. 2.20.407 zur Änderung und Ergänzung des Dekrets Nr. 2.18.512 vom 9. Ramadan 1440 (15. Mai 2019) diskutiert, in dem die Bedingungen und Modalitäten für die Auszahlung von Stipendien an Studenten sowie die Bedingungen und Modalitäten für die Bereitstellung der für diese Stipendien reservierten Mittel festgelegt sind."	de_adv4	792
wmt21	Swap	"Le prêt peut aller par exemple jusqu""à 250.000 DH."	Swap: 'Darlehen' with 'Einzahlung'		NOUN	0	Das Darlehen kann z.B. bis zu 250.000 DH betragen.	Das Einzahlung kann z.B. bis zu 250.000 DH betragen.	de_adv1	801
wmt21	Swap	Plus de 1.000 familles qui vivent dans cette zone devront être expropriées.	Swap: 'enteignet' with 'evakuiert'		VERB	0	"Mehr als 1.000 Familien, die in diesem Gebiet leben, müssen enteignet werden."	"Mehr als 1.000 Familien, die in diesem Gebiet leben, müssen evakuiert werden."	de_adv2	815
wmt21	Swap	Plus de 1.000 familles qui vivent dans cette zone devront être expropriées.	Swap: 'enteignet' with 'versorgt'		VERB	0	"Mehr als 1.000 Familien, die in diesem Gebiet leben, müssen enteignet werden."	"Mehr als 1.000 Familien, die in diesem Gebiet leben, müssen versorgt werden."	de_adv4	815
wmt21	Swap	Celle-ci est la première de son genre au niveau des provinces du Sud.	Swap: 'Provinzen' with 'Ländern'		NOUN	0	Diese ist die erste ihrer Art in den südlichen Provinzen.	Diese ist die erste ihrer Art in den südlichen Ländern.	de_adv2	845
wmt21	Swap	Celle-ci est la première de son genre au niveau des provinces du Sud.	Swap: 'erste' with 'letzte'		ADJ	0	Diese ist die erste ihrer Art in den südlichen Provinzen.	Diese ist die letzte ihrer Art in den südlichen Provinzen.	de_adv3	845
wmt21	Swap	Celle-ci est la première de son genre au niveau des provinces du Sud.	Swap: 'erste' with 'zweite'		ADJ	0	Diese ist die erste ihrer Art in den südlichen Provinzen.	Diese ist die zweite ihrer Art in den südlichen Provinzen.	de_adv4	845
wmt21	Swap	Les dromadaires sont une composante essentielle du patrimoine des provinces du Sud marocain.	Swap: 'Dromedare' with 'Trommeln'		NOUN	0	Dromedare sind ein wesentlicher Bestandteil des Erbes der Provinzen im Süden Marokkos.	Trommeln sind ein wesentlicher Bestandteil des Erbes der Provinzen im Süden Marokkos.	de_adv1	851
wmt21	Swap	Les dromadaires sont une composante essentielle du patrimoine des provinces du Sud marocain.	Swap: 'Dromedare' with 'Dramen'		NOUN	0	Dromedare sind ein wesentlicher Bestandteil des Erbes der Provinzen im Süden Marokkos.	Dramen sind ein wesentlicher Bestandteil des Erbes der Provinzen im Süden Marokkos.	de_adv2	851
wmt21	Swap	Les dromadaires sont une composante essentielle du patrimoine des provinces du Sud marocain.	Swap: 'Dromedare' with 'Brombeeren'		NOUN	0	Dromedare sind ein wesentlicher Bestandteil des Erbes der Provinzen im Süden Marokkos.	Brombeeren sind ein wesentlicher Bestandteil des Erbes der Provinzen im Süden Marokkos.	de_adv3	851
wmt21	Swap	Le parquet de Charleroi vient de requérir le renvoi en correctionnelle de deux dames pour abus de confiance et pour manipulation de données informatiques afin de se procurer un avantage illégal.	Swap: 'illegalen' with 'legalen'		ADJ	0	"Die Staatsanwaltschaft Charleroi hat soeben beantragt, zwei Frauen wegen Veruntreuung und Manipulation von Computerdaten zur Erlangung eines illegalen Vorteils vor Gericht zu stellen."	"Die Staatsanwaltschaft Charleroi hat soeben beantragt, zwei Frauen wegen Veruntreuung und Manipulation von Computerdaten zur Erlangung eines legalen Vorteils vor Gericht zu stellen."	de_adv3	870
